# FlashTeX canonical LaTeX list: the coverage denominator for `flashtex-compiler --supported`.
# GENERATED by crates/compiler/scripts/canonical_latex.py; do not edit by hand.
# Method: candidates from the sources below, each confirmed defined by a pdfLaTeX run
# (\documentclass{article}); a package set excludes names defined without it (article plus
# the package's own dependencies); names with @ _ : are excluded; tikz excludes pgf*.
# Engine: TeX 3.141592653 (TeX Live 2026)
# Source kernel: doc/latex/latex2e-help-texinfo/latex2e.texi (UPDATED May 2024) @findex commands and @EnvIndex environments; confirmed with LaTeX2e 2025-11-01 patch level 0, article class
# Source amsmath: tokens of amsmath.sty, amstext.sty, amsbsy.sty, amsopn.sty (amsmath.sty 2025/07/09 v2.17z AMS math features; amstext.sty 2024/11/17 v2.01 AMS text; amsbsy.sty 1999/11/29 v1.2d Bold Symbols; amsopn.sty 2022/04/08 v2.04 operator names); dependency baseline: amsgen
# Source amssymb: tokens of amssymb.sty, amsfonts.sty (amssymb.sty 2013/01/14 v3.01 AMS font symbols; amsfonts.sty 2013/01/14 v3.01 Basic AMSFonts support); dependency baseline: none
# Source enumitem: tokens of enumitem.sty (enumitem.sty 2025/02/06 v3.11 Customized lists); dependency baseline: none
# Source geometry: tokens of geometry.sty (geometry.sty 2026/03/07 v6.0 Page Geometry); dependency baseline: keyval, ifvtex, iftex
# Source graphicx: tokens of graphicx.sty, graphics.sty (graphicx.sty 2024/12/31 v1.2e Enhanced LaTeX Graphics (DPC,SPQR); graphics.sty 2024/08/06 v1.4g Standard LaTeX Graphics (DPC,SPQR)); dependency baseline: keyval, trig
# Source hyperref: tokens of hyperref.sty, nameref.sty (hyperref.sty 2026-01-29 v7.01p Hypertext links for LaTeX; nameref.sty 2026-01-29 v2.58 Cross-referencing by name of section); dependency baseline: iftex, keyval, kvsetkeys, kvdefinekeys, pdfescape, ltxcmds, pdftexcmds, infwarerr, hycolor, refcount, gettitlestring, kvoptions, etoolbox, stringenc, intcalc, url, bitset, bigintcalc, rerunfilecheck, uniquecounter
# Source tikz: tokens of tikz.sty, tikz.code.tex (tikz.sty 2025-08-29 v3.1.11a (3.1.11a); pgf 3.1.11a); dependency baseline: pgf, pgfrcs, pgfcore, graphicx, keyval, graphics, trig, pgfsys, xcolor, pgfcomp-version-0-65, pgfcomp-version-1-18, pgffor, pgfkeys, pgfmath
# Source xcolor: tokens of xcolor.sty (xcolor.sty 2024/09/29 v3.02 LaTeX color extensions (UK)); dependency baseline: none
# Source siunitx: tokens of siunitx.sty (siunitx.sty 2025-07-09 v3.4.14 A comprehensive (SI) units package); dependency baseline: translations, etoolbox, pdftexcmds, infwarerr, iftex, ltxcmds, amstext, amsgen, array
# set	kind	name
amssymb	command	precneqq
amssymb	command	precnsim
amssymb	command	precsim
amssymb	command	restriction
amssymb	command	rightarrowtail
amssymb	command	rightleftarrows
amssymb	command	rightrightarrows
amssymb	command	rightsquigarrow
amssymb	command	rightthreetimes
amssymb	command	risingdotseq
amssymb	command	rtimes
amssymb	command	shortmid
amssymb	command	shortparallel
amssymb	command	smallfrown
amssymb	command	smallsetminus
amssymb	command	smallsmile
amssymb	command	sphericalangle
amssymb	command	square
amssymb	command	subseteqq
amssymb	command	subsetneq
amssymb	command	subsetneqq
amssymb	command	succapprox
amssymb	command	succcurlyeq
amssymb	command	succnapprox
amssymb	command	succneqq
amssymb	command	succnsim
amssymb	command	succsim
amssymb	command	supseteqq
amssymb	command	supsetneq
amssymb	command	supsetneqq
amssymb	command	symAMSa
amssymb	command	symAMSb
amssymb	command	therefore
amssymb	command	thickapprox
amssymb	command	thicksim
amssymb	command	triangledown
amssymb	command	trianglelefteq
amssymb	command	triangleq
amssymb	command	trianglerighteq
amssymb	command	twoheadleftarrow
amssymb	command	twoheadrightarrow
amssymb	command	ulcorner
amssymb	command	upharpoonleft
amssymb	command	upharpoonright
amssymb	command	upuparrows
amssymb	command	urcorner
amssymb	command	vDash
amssymb	command	varkappa
amssymb	command	varnothing
amssymb	command	varpropto
amssymb	command	varsubsetneq
amssymb	command	varsubsetneqq
amssymb	command	varsupsetneq
amssymb	command	varsupsetneqq
amssymb	command	vartriangle
amssymb	command	vartriangleleft
amssymb	command	vartriangleright
amssymb	command	veebar
amssymb	command	yen
enumitem	command	AddEnumerateCounter
enumitem	command	DrawEnumitemLabel
enumitem	command	SetEnumerateShortLabel
enumitem	command	SetEnumitemKey
enumitem	command	SetEnumitemSize
enumitem	command	SetEnumitemValue
enumitem	command	SetLabelAlign
enumitem	command	labelindent
enumitem	command	newlist
enumitem	command	renewlist
enumitem	command	restartlist
enumitem	command	setdescription
enumitem	command	setdisplayed
enumitem	command	setenumerate
enumitem	command	setitemize
enumitem	command	setlist
enumitem	command	setlistdepth
geometry	command	ProcessOptionsKV
geometry	command	addtolist
geometry	command	geometry
geometry	command	loadgeometry
geometry	command	newgeometry
geometry	command	restoregeometry
geometry	command	savegeometry
graphicx	command	DeclareGraphicsExtensions
graphicx	command	DeclareGraphicsRule
graphicx	command	graphicspath
graphicx	command	includegraphics
graphicx	command	reflectbox
graphicx	command	resizebox
graphicx	command	rotatebox
graphicx	command	scalebox
hyperref	command	AMSautorefname
hyperref	command	Acrobatmenu
hyperref	command	AddToDocumentProperties
hyperref	command	AfterBeginDocument
hyperref	command	CheckBox
hyperref	command	ChoiceMenu
hyperref	command	DefaultHeightofCheckBox
hyperref	command	DefaultHeightofChoiceMenu
hyperref	command	DefaultHeightofReset
hyperref	command	DefaultHeightofSubmit
hyperref	command	DefaultHeightofText
hyperref	command	DefaultHeightofTextMultiline
hyperref	command	DefaultOptionsofCheckBox
hyperref	command	DefaultOptionsofComboBox
hyperref	command	DefaultOptionsofListBox
hyperref	command	DefaultOptionsofPopdownBox
hyperref	command	DefaultOptionsofPushButton
hyperref	command	DefaultOptionsofRadio
hyperref	command	DefaultOptionsofReset
hyperref	command	DefaultOptionsofSubmit
hyperref	command	DefaultOptionsofText
hyperref	command	DefaultWidthofCheckBox
hyperref	command	DefaultWidthofChoiceMenu
hyperref	command	DefaultWidthofReset
hyperref	command	DefaultWidthofSubmit
hyperref	command	DefaultWidthofText
hyperref	command	FancyVerbLineautorefname
hyperref	command	Gauge
hyperref	command	GetDocumentProperties
hyperref	command	Hfootnoteautorefname
hyperref	command	Hurl
hyperref	command	HyperDestLabelReplace
hyperref	command	HyperDestNameFilter
hyperref	command	HyperDestRename
hyperref	command	HyperRaiseLinkDefault
hyperref	command	HyperRaiseLinkHook
hyperref	command	IfHyperBoolean
hyperref	command	IfHyperBooleanExists
hyperref	command	Itemautorefname
hyperref	command	LayoutCheckField
hyperref	command	LayoutChoiceField
hyperref	command	LayoutPushButtonField
hyperref	command	LayoutTextField
hyperref	command	MakeButtonField
hyperref	command	MakeCheckField
hyperref	command	MakeChoiceField
hyperref	command	MakeLowercaseUnsupportedInPdfStrings
hyperref	command	MakeRadioField
hyperref	command	MakeTextField
hyperref	command	MakeUppercaseUnsupportedInPdfStrings
hyperref	command	Nameref
hyperref	command	PushButton
hyperref	command	ReadBookmarks
hyperref	command	Reset
hyperref	command	Sectionformat
hyperref	command	SetLinkTargetFilter
hyperref	command	Submit
hyperref	command	TextField
hyperref	command	WriteBookmarks
hyperref	command	XeTeXLinkBox
hyperref	command	XeTeXLinkMargin
hyperref	command	appendixautorefname
hyperref	command	autopageref
hyperref	command	autoref
hyperref	command	chapterautorefname
hyperref	command	equationautorefname
hyperref	command	figureautorefname
hyperref	command	footnoteautorefname
hyperref	command	href
hyperref	command	hyperbaseurl
hyperref	command	hypercalcbp
hyperref	command	hypercalcbpdef
hyperref	command	hyperdef
hyperref	command	hyperget
hyperref	command	hypergetpageref
hyperref	command	hypergetref
hyperref	command	hyperimage
hyperref	command	hyperindexformat
hyperref	command	hyperlink
hyperref	command	hyperlinkfileprefix
hyperref	command	hyperpage
hyperref	command	hyperref
hyperref	command	hyperrefundefinedlink
hyperref	command	hypersetup
hyperref	command	hypertarget
hyperref	command	hyperxindexformat
hyperref	command	itemautorefname
hyperref	command	nameref
hyperref	command	nohyperpage
hyperref	command	nolinkurl
hyperref	command	pageautorefname
hyperref	command	paragraphautorefname
hyperref	command	partautorefname
hyperref	command	pdfbookmark
hyperref	command	pdfstringdef
hyperref	command	pdfstringdefDisableCommands
hyperref	command	pdfstringdefPostHook
hyperref	command	pdfstringdefPreHook
hyperref	command	pdfstringdefWarn
hyperref	command	phantomsection
hyperref	command	realfootnote
hyperref	command	sectionautorefname
hyperref	command	setpdflinkmargin
hyperref	command	subparagraphautorefname
hyperref	command	subsectionautorefname
hyperref	command	subsubsectionautorefname
hyperref	command	tableautorefname
hyperref	command	texorpdfstring
hyperref	command	textampersand
hyperref	command	textclubsuitblack
hyperref	command	textdiamondsuitblack
hyperref	command	textflq
hyperref	command	textflqq
hyperref	command	textfrq
hyperref	command	textfrqq
hyperref	command	textglq
hyperref	command	textglqq
hyperref	command	textgrq
hyperref	command	textgrqq
hyperref	command	textheartsuitblack
hyperref	command	textleftrightarrow
hyperref	command	textnumbersign
hyperref	command	textparenleft
hyperref	command	textpercent
hyperref	command	textspadesuitblack
hyperref	command	textupdownarrow
hyperref	command	theHHfootnote
hyperref	command	theHHmpfootnote
hyperref	command	theHItem
hyperref	command	theoremautorefname
hyperref	command	thispdfpagelabel
hyperref	command	vnameref
hyperref	environment	Form
hyperref	environment	NoHyper
tikz	command	againpath
tikz	command	calendar
tikz	command	clip
tikz	command	coordinate
tikz	command	datavisualization
tikz	command	draw
tikz	command	endpgfextra
tikz	command	filldraw
tikz	command	graph
tikz	command	node
tikz	command	path
tikz	command	pattern
tikz	command	pic
tikz	command	scoped
tikz	command	shade
tikz	command	shadedraw
tikz	command	startscope
tikz	command	stopscope
tikz	command	tikz
tikz	command	tikzaddafternodepathoption
tikz	command	tikzaddtikzonlycommandshortcutdef
tikz	command	tikzaddtikzonlycommandshortcutlet
tikz	command	tikzaliascoordinatesystem
tikz	command	tikzchildanchor
tikz	command	tikzdeclarecoordinatesystem
tikz	command	tikzdeclarepic
tikz	command	tikzerror
tikz	command	tikzgdeventcallback
tikz	command	tikzgdeventgroupcallback
tikz	command	tikzgdlatenodeoptionacallback
tikz	command	tikzifinpicture
tikz	command	tikzleveldistance
tikz	command	tikznumberofchildren
tikz	command	tikznumberofcurrentchild
tikz	command	tikzoption
tikz	command	tikzparentanchor
tikz	command	tikzpictextoptions
tikz	command	tikzset
tikz	command	tikzsiblingdistance
tikz	command	tikzstyle
tikz	command	tikztreelevel
tikz	command	useasboundingbox
tikz	command	usetikzlibrary
tikz	environment	scope
tikz	environment	tikzpicture
xcolor	command	DefineNamedColor
xcolor	command	GetGinDriver
xcolor	command	adjustUCRBG
xcolor	command	aftergroupdef
xcolor	command	aftergroupedef
xcolor	command	blendcolors
xcolor	command	blendcolorsfalse
xcolor	command	blendcolorstrue
xcolor	command	boxframe
xcolor	command	color
xcolor	command	colorblend
xcolor	command	colorbox
xcolor	command	colorlet
xcolor	command	colormask
xcolor	command	colornameprefix
xcolor	command	colorseriescycle
xcolor	command	convertcolorsDfalse
xcolor	command	convertcolorsDtrue
xcolor	command	convertcolorsUfalse
xcolor	command	convertcolorsUtrue
xcolor	command	convertcolorspec
xcolor	command	definecolor
xcolor	command	definecolors
xcolor	command	definecolorseries
xcolor	command	definecolorset
xcolor	command	definecolorsfalse
xcolor	command	definecolorstrue
xcolor	command	extractcolorspec
xcolor	command	extractcolorspecs
xcolor	command	fcolorbox
xcolor	command	globalcolorsfalse
xcolor	command	ifblendcolors
xcolor	command	ifconvertcolorsD
xcolor	command	ifconvertcolorsU
xcolor	command	ifdefinecolors
xcolor	command	ifglobalcolors
xcolor	command	ifmaskcolors
xcolor	command	llshift
xcolor	command	llshiftnum
xcolor	command	llshiftset
xcolor	command	lshift
xcolor	command	lshiftnum
xcolor	command	lshiftset
xcolor	command	maskcolors
xcolor	command	maskcolorsfalse
xcolor	command	maskcolorstrue
xcolor	command	nopagecolor
xcolor	command	normalcolor
xcolor	command	pagecolor
xcolor	command	paperquality
xcolor	command	preparecolor
xcolor	command	preparecolorset
xcolor	command	providecolor
xcolor	command	providecolors
xcolor	command	providecolorset
xcolor	command	rangeGray
xcolor	command	rangeHSB
xcolor	command	rangeHsb
xcolor	command	rangeRGB
xcolor	command	rangetHsb
xcolor	command	rdivide
xcolor	command	resetcolorseries
xcolor	command	rmultiply
xcolor	command	rrshift
xcolor	command	rshift
xcolor	command	selectcolormodel
xcolor	command	substitutecolormodel
xcolor	command	textcolor
xcolor	command	tracingcolors
xcolor	command	xdefinecolor
xcolor	command	xglobal
siunitx	command	A
siunitx	command	C
siunitx	command	DeclareBinaryPrefix
siunitx	command	DeclareSIPostPower
siunitx	command	DeclareSIPower
siunitx	command	DeclareSIPrePower
siunitx	command	DeclareSIPrefix
siunitx	command	DeclareSIQualifier
siunitx	command	DeclareSIUnit
siunitx	command	F
siunitx	command	GHz
siunitx	command	GPa
siunitx	command	GW
siunitx	command	GeV
siunitx	command	Hz
siunitx	command	J
siunitx	command	K
siunitx	command	MHz
siunitx	command	MN
siunitx	command	MPa
siunitx	command	MW
siunitx	command	MeV
siunitx	command	Mohm
siunitx	command	N
siunitx	command	Pa
siunitx	command	SI
siunitx	command	SIUnitSymbolAngstrom
siunitx	command	SIUnitSymbolArcminute
siunitx	command	SIUnitSymbolArcsecond
siunitx	command	SIUnitSymbolCelsius
siunitx	command	SIUnitSymbolDegree
siunitx	command	SIUnitSymbolMicro
siunitx	command	SIUnitSymbolOhm
siunitx	command	SIlist
siunitx	command	SIrange
siunitx	command	SendSettingsToPgf
siunitx	command	T
siunitx	command	THz
siunitx	command	TeV
siunitx	command	V
siunitx	command	W
siunitx	command	ampere
siunitx	command	ang
siunitx	command	angstrom
siunitx	command	arcminute
siunitx	command	arcsecond
siunitx	command	as
siunitx	command	astronomicalunit
siunitx	command	atomicmassunit
siunitx	command	atto
siunitx	command	barn
siunitx	command	becquerel
siunitx	command	bel
siunitx	command	bit
siunitx	command	bohr
siunitx	command	byte
siunitx	command	cancel
siunitx	command	candela
siunitx	command	celsius
siunitx	command	centi
siunitx	command	clight
siunitx	command	cm
siunitx	command	color
siunitx	command	complexnum
siunitx	command	complexqty
siunitx	command	coulomb
siunitx	command	cubed
siunitx	command	cubic
siunitx	command	dB
siunitx	command	dalton
siunitx	command	deca
siunitx	command	deci
siunitx	command	decibel
siunitx	command	degree
siunitx	command	degreeCelsius
siunitx	command	deka
siunitx	command	dm
siunitx	command	eV
siunitx	command	electronmass
siunitx	command	electronvolt
siunitx	command	elementarycharge
siunitx	command	exa
siunitx	command	exbi
siunitx	command	fF
siunitx	command	fH
siunitx	command	farad
siunitx	command	femto
siunitx	command	fg
siunitx	command	fmol
siunitx	command	fs
siunitx	command	g
siunitx	command	gibi
siunitx	command	giga
siunitx	command	gram
siunitx	command	gray
siunitx	command	hL
siunitx	command	hartree
siunitx	command	hectare
siunitx	command	hecto
siunitx	command	henry
siunitx	command	hertz
siunitx	command	highlight
siunitx	command	hl
siunitx	command	hour
siunitx	command	joule
siunitx	command	kA
siunitx	command	kHz
siunitx	command	kJ
siunitx	command	kN
siunitx	command	kPa
siunitx	command	kV
siunitx	command	kW
siunitx	command	kWh
siunitx	command	katal
siunitx	command	keV
siunitx	command	kelvin
siunitx	command	kg
siunitx	command	kibi
siunitx	command	kilo
siunitx	command	kilogram
siunitx	command	km
siunitx	command	kmol
siunitx	command	knot
siunitx	command	kohm
siunitx	command	liter
siunitx	command	litre
siunitx	command	lumen
siunitx	command	lux
siunitx	command	m
siunitx	command	mA
siunitx	command	mC
siunitx	command	mF
siunitx	command	mH
siunitx	command	mHz
siunitx	command	mJ
siunitx	command	mL
siunitx	command	mN
siunitx	command	mT
siunitx	command	mV
siunitx	command	mW
siunitx	command	meV
siunitx	command	mebi
siunitx	command	mega
siunitx	command	meter
siunitx	command	metre
siunitx	command	mg
siunitx	command	micro
siunitx	command	milli
siunitx	command	minute
siunitx	command	ml
siunitx	command	mm
siunitx	command	mmHg
siunitx	command	mmol
siunitx	command	mohm
siunitx	command	mol
siunitx	command	mole
siunitx	command	ms
siunitx	command	nA
siunitx	command	nC
siunitx	command	nF
siunitx	command	nH
siunitx	command	nV
siunitx	command	nW
siunitx	command	nano
siunitx	command	nauticalmile
siunitx	command	neper
siunitx	command	newton
siunitx	command	nm
siunitx	command	nmol
siunitx	command	ns
siunitx	command	num
siunitx	command	numlist
siunitx	command	numproduct
siunitx	command	numrange
siunitx	command	of
siunitx	command	ohm
siunitx	command	pA
siunitx	command	pF
siunitx	command	pH
siunitx	command	pV
siunitx	command	pascal
siunitx	command	pebi
siunitx	command	per
siunitx	command	percent
siunitx	command	peta
siunitx	command	pg
siunitx	command	pico
siunitx	command	planckbar
siunitx	command	pmol
siunitx	command	ps
siunitx	command	qty
siunitx	command	qtylist
siunitx	command	qtyproduct
siunitx	command	qtyrange
siunitx	command	quecto
siunitx	command	quetta
siunitx	command	radian
siunitx	command	raiseto
siunitx	command	ronna
siunitx	command	ronto
siunitx	command	s
siunitx	command	second
siunitx	command	si
siunitx	command	siemens
siunitx	command	sievert
siunitx	command	sisetup
siunitx	command	square
siunitx	command	squared
siunitx	command	steradian
siunitx	command	tablenum
siunitx	command	tebi
siunitx	command	tera
siunitx	command	tesla
siunitx	command	textcolor
siunitx	command	tonne
siunitx	command	tothe
siunitx	command	uA
siunitx	command	uC
siunitx	command	uF
siunitx	command	uH
siunitx	command	uJ
siunitx	command	uL
siunitx	command	uT
siunitx	command	uV
siunitx	command	uW
siunitx	command	ug
siunitx	command	ul
siunitx	command	um
siunitx	command	umol
siunitx	command	unit
siunitx	command	us
siunitx	command	volt
siunitx	command	watt
siunitx	command	weber
siunitx	command	yobi
siunitx	command	yocto
siunitx	command	yotta
siunitx	command	zebi
siunitx	command	zepto
siunitx	command	zetta
